,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.2916666666666667,0.0,0.0,0.2916666666666667,0.0,0.03333333333333333,0.0,0.38333333333333336
Defensive Action,0.08771929824561403,0.14035087719298245,0.21052631578947367,0.017543859649122806,0.0,0.10526315789473684,0.09649122807017543,0.043859649122807015,0.0,0.2982456140350877
Duel,0.06018518518518518,0.023148148148148147,0.06481481481481481,0.0,0.0,0.05092592592592592,0.6435185185185185,0.004629629629629629,0.009259259259259259,0.14351851851851852
Foul,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.041666666666666664,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3130434782608696,0.1565217391304348,0.23478260869565218,0.017391304347826087,0.0,0.05217391304347826,0.0,0.043478260869565216,0.0,0.1826086956521739
Possession,0.02886002886002886,0.005772005772005772,0.06782106782106782,0.020202020202020204,0.0,0.22366522366522368,0.1919191919191919,0.0,0.023088023088023088,0.43867243867243866
Set Piece / Restart,0.34545454545454546,0.05454545454545454,0.09090909090909091,0.01818181818181818,0.0,0.05454545454545454,0.05454545454545454,0.2909090909090909,0.0,0.09090909090909091
Shoot Attempt,0.04,0.16,0.0,0.0,0.12,0.0,0.0,0.68,0.0,0.0
Short Pass,0.16521739130434782,0.34782608695652173,0.25217391304347825,0.008695652173913044,0.0,0.017391304347826087,0.0,0.0,0.0,0.20869565217391303
