,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.417910447761194,0.0,0.0,0.16417910447761194,0.0,0.029850746268656716,0.0,0.3880597014925373
Defensive Action,0.14285714285714285,0.03896103896103896,0.2857142857142857,0.025974025974025976,0.0,0.05194805194805195,0.09090909090909091,0.05194805194805195,0.0,0.3116883116883117
Duel,0.006666666666666667,0.02,0.06666666666666667,0.0,0.0,0.006666666666666667,0.82,0.0,0.006666666666666667,0.07333333333333333
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3333333333333333,0.2222222222222222,0.2962962962962963,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.07407407407407407
Possession,0.023661270236612703,0.007471980074719801,0.0273972602739726,0.0049813200498132005,0.0,0.2777085927770859,0.0859277708592777,0.0049813200498132005,0.0136986301369863,0.5541718555417185
Set Piece / Restart,0.40425531914893614,0.06382978723404255,0.02127659574468085,0.0,0.0,0.0425531914893617,0.02127659574468085,0.2978723404255319,0.0,0.14893617021276595
Shoot Attempt,0.09090909090909091,0.13636363636363635,0.0,0.0,0.2727272727272727,0.0,0.0,0.5,0.0,0.0
Short Pass,0.3157894736842105,0.47368421052631576,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.10526315789473684
