,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.011235955056179775,0.21348314606741572,0.0,0.0,0.25842696629213485,0.0,0.0449438202247191,0.0,0.47191011235955055
Defensive Action,0.1322314049586777,0.05785123966942149,0.2396694214876033,0.0,0.0,0.06611570247933884,0.06611570247933884,0.06611570247933884,0.0,0.371900826446281
Duel,0.07428571428571429,0.08,0.06285714285714286,0.0,0.0,0.045714285714285714,0.5028571428571429,0.0,0.04,0.19428571428571428
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.07692307692307693
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2631578947368421,0.21052631578947367,0.23684210526315788,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.18421052631578946
Possession,0.03686635944700461,0.009216589861751152,0.06144393241167435,0.007680491551459293,0.0,0.22580645161290322,0.21044546850998463,0.0030721966205837174,0.007680491551459293,0.4377880184331797
Set Piece / Restart,0.3076923076923077,0.038461538461538464,0.07692307692307693,0.0,0.0,0.1346153846153846,0.038461538461538464,0.3076923076923077,0.0,0.09615384615384616
Shoot Attempt,0.034482758620689655,0.3103448275862069,0.0,0.0,0.13793103448275862,0.0,0.0,0.5172413793103449,0.0,0.0
Short Pass,0.19148936170212766,0.5319148936170213,0.1276595744680851,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.10638297872340426
