,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3225806451612903,0.0,0.0,0.3655913978494624,0.0,0.06451612903225806,0.0,0.24731182795698925
Defensive Action,0.07079646017699115,0.11504424778761062,0.3893805309734513,0.0,0.0,0.07079646017699115,0.02654867256637168,0.10619469026548672,0.008849557522123894,0.21238938053097345
Duel,0.03225806451612903,0.053763440860215055,0.06989247311827956,0.005376344086021506,0.0,0.021505376344086023,0.6935483870967742,0.005376344086021506,0.0,0.11827956989247312
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.09090909090909091
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.35,0.11666666666666667,0.13333333333333333,0.0,0.0,0.11666666666666667,0.0,0.0,0.0,0.2833333333333333
Possession,0.021229050279329607,0.0022346368715083797,0.048044692737430165,0.008938547486033519,0.0,0.23687150837988827,0.13631284916201117,0.004469273743016759,0.041340782122905026,0.5005586592178771
Set Piece / Restart,0.4189189189189189,0.06756756756756757,0.10810810810810811,0.0,0.0,0.10810810810810811,0.06756756756756757,0.17567567567567569,0.0,0.05405405405405406
Shoot Attempt,0.045454545454545456,0.22727272727272727,0.022727272727272728,0.0,0.11363636363636363,0.0,0.0,0.5909090909090909,0.0,0.0
Short Pass,0.13333333333333333,0.5555555555555556,0.15555555555555556,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.08888888888888889
