,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.2857142857142857,0.0,0.0,0.32857142857142857,0.0,0.05714285714285714,0.0,0.32857142857142857
Defensive Action,0.0963855421686747,0.0963855421686747,0.2891566265060241,0.0,0.0,0.024096385542168676,0.14457831325301204,0.04819277108433735,0.0,0.30120481927710846
Duel,0.08426966292134831,0.033707865168539325,0.03932584269662921,0.0,0.0,0.011235955056179775,0.6629213483146067,0.016853932584269662,0.016853932584269662,0.1348314606741573
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.25,0.1875,0.25,0.0,0.0,0.0,0.0,0.0625,0.0,0.25
Possession,0.030346820809248554,0.004335260115606936,0.06213872832369942,0.008670520231213872,0.0,0.22832369942196531,0.20664739884393063,0.0,0.017341040462427744,0.4421965317919075
Set Piece / Restart,0.3137254901960784,0.0392156862745098,0.0,0.0,0.0,0.11764705882352941,0.0392156862745098,0.3137254901960784,0.0,0.17647058823529413
Shoot Attempt,0.12,0.16,0.0,0.0,0.12,0.0,0.0,0.6,0.0,0.0
Short Pass,0.08823529411764706,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.0,0.029411764705882353,0.0,0.08823529411764706,0.0,0.20588235294117646
