,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.4
Defensive Action,0.05357142857142857,0.08035714285714286,0.17857142857142858,0.017857142857142856,0.0,0.09821428571428571,0.08928571428571429,0.125,0.008928571428571428,0.3482142857142857
Duel,0.018072289156626505,0.05421686746987952,0.09036144578313253,0.0,0.0,0.012048192771084338,0.6746987951807228,0.0,0.030120481927710843,0.12048192771084337
Foul,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.9090909090909091,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.13333333333333333
Possession,0.039030955585464336,0.013458950201884253,0.04845222072678331,0.012113055181695828,0.0,0.21130551816958276,0.16150740242261102,0.0013458950201884253,0.018842530282637954,0.4939434724091521
Set Piece / Restart,0.3333333333333333,0.08888888888888889,0.13333333333333333,0.022222222222222223,0.0,0.08888888888888889,0.022222222222222223,0.28888888888888886,0.0,0.022222222222222223
Shoot Attempt,0.0,0.39285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.4642857142857143,0.0,0.0
Short Pass,0.0625,0.5,0.15625,0.09375,0.0,0.0625,0.0,0.0,0.0,0.125
