,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.37254901960784315,0.0,0.0,0.19607843137254902,0.0,0.00980392156862745,0.0,0.4215686274509804
Defensive Action,0.136986301369863,0.1095890410958904,0.2465753424657534,0.0,0.0,0.1232876712328767,0.0684931506849315,0.1232876712328767,0.0,0.1917808219178082
Duel,0.024390243902439025,0.00975609756097561,0.0975609756097561,0.0,0.0,0.02926829268292683,0.7170731707317073,0.0,0.00975609756097561,0.11219512195121951
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3142857142857143,0.12857142857142856,0.22857142857142856,0.014285714285714285,0.0,0.05714285714285714,0.0,0.02857142857142857,0.0,0.22857142857142856
Possession,0.03129074315514994,0.002607561929595828,0.05345501955671447,0.014341590612777053,0.0,0.2620599739243807,0.17992177314211213,0.002607561929595828,0.027379400260756193,0.42633637548891784
Set Piece / Restart,0.417910447761194,0.04477611940298507,0.07462686567164178,0.0,0.0,0.05970149253731343,0.014925373134328358,0.2537313432835821,0.0,0.13432835820895522
Shoot Attempt,0.0,0.2564102564102564,0.0,0.0,0.10256410256410256,0.0,0.0,0.6410256410256411,0.0,0.0
Short Pass,0.14942528735632185,0.2413793103448276,0.19540229885057472,0.022988505747126436,0.0,0.05747126436781609,0.0,0.022988505747126436,0.0,0.3103448275862069
