,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3020833333333333,0.0,0.0,0.34375,0.0,0.041666666666666664,0.0,0.3125
Defensive Action,0.11320754716981132,0.09433962264150944,0.3018867924528302,0.009433962264150943,0.0,0.08490566037735849,0.018867924528301886,0.018867924528301886,0.0,0.3584905660377358
Duel,0.04326923076923077,0.0673076923076923,0.052884615384615384,0.004807692307692308,0.0,0.03365384615384615,0.6057692307692307,0.004807692307692308,0.02403846153846154,0.16346153846153846
Foul,0.024390243902439025,0.0,0.0,0.0,0.0,0.04878048780487805,0.926829268292683,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.25862068965517243,0.20689655172413793,0.15517241379310345,0.06896551724137931,0.0,0.10344827586206896,0.0,0.034482758620689655,0.0,0.1724137931034483
Possession,0.054,0.008,0.088,0.032,0.0,0.246,0.214,0.002,0.028,0.328
Set Piece / Restart,0.4772727272727273,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.0,0.09090909090909091,0.09090909090909091,0.22727272727272727,0.0,0.0
Shoot Attempt,0.038461538461538464,0.07692307692307693,0.0,0.0,0.11538461538461539,0.0,0.0,0.7692307692307693,0.0,0.0
Short Pass,0.15151515151515152,0.3787878787878788,0.22727272727272727,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
