,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3157894736842105,0.0,0.0,0.25263157894736843,0.0,0.042105263157894736,0.0,0.3894736842105263
Defensive Action,0.15384615384615385,0.06153846153846154,0.2076923076923077,0.015384615384615385,0.0,0.11538461538461539,0.06153846153846154,0.05384615384615385,0.0,0.33076923076923076
Duel,0.01834862385321101,0.08256880733944955,0.10091743119266056,0.0045871559633027525,0.0,0.027522935779816515,0.6055045871559633,0.0,0.027522935779816515,0.13302752293577982
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.28125,0.09375,0.34375,0.0,0.0,0.0625,0.0,0.09375,0.0,0.125
Possession,0.034482758620689655,0.015915119363395226,0.03978779840848806,0.010610079575596816,0.0,0.28779840848806365,0.1273209549071618,0.005305039787798408,0.01856763925729443,0.46021220159151194
Set Piece / Restart,0.4084507042253521,0.028169014084507043,0.014084507042253521,0.0,0.0,0.09859154929577464,0.056338028169014086,0.30985915492957744,0.0,0.08450704225352113
Shoot Attempt,0.0,0.18181818181818182,0.0,0.0,0.12121212121212122,0.0,0.0,0.696969696969697,0.0,0.0
Short Pass,0.14,0.44,0.22,0.0,0.0,0.02,0.04,0.02,0.0,0.12
