,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.02,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.54
Defensive Action,0.10227272727272728,0.056818181818181816,0.23863636363636365,0.0,0.0,0.045454545454545456,0.09090909090909091,0.10227272727272728,0.0,0.36363636363636365
Duel,0.013245033112582781,0.046357615894039736,0.046357615894039736,0.0,0.0,0.039735099337748346,0.6754966887417219,0.0,0.019867549668874173,0.15894039735099338
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.07142857142857142,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.32,0.16,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.44
Possession,0.01646542261251372,0.003293084522502744,0.03402854006586169,0.006586169045005488,0.0,0.2535675082327113,0.10537870472008781,0.0,0.007683863885839737,0.5729967069154775
Set Piece / Restart,0.3157894736842105,0.05263157894736842,0.0,0.02631578947368421,0.0,0.02631578947368421,0.05263157894736842,0.34210526315789475,0.02631578947368421,0.15789473684210525
Shoot Attempt,0.0,0.3157894736842105,0.0,0.0,0.21052631578947367,0.0,0.0,0.47368421052631576,0.0,0.0
Short Pass,0.11764705882352941,0.4117647058823529,0.29411764705882354,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.08823529411764706
