,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3258426966292135,0.0,0.0,0.20224719101123595,0.0,0.11235955056179775,0.0,0.3595505617977528
Defensive Action,0.1267605633802817,0.04225352112676056,0.28169014084507044,0.0,0.0,0.16901408450704225,0.04225352112676056,0.11267605633802817,0.0,0.22535211267605634
Duel,0.01818181818181818,0.030303030303030304,0.10303030303030303,0.0,0.0,0.012121212121212121,0.7454545454545455,0.006060606060606061,0.012121212121212121,0.07272727272727272
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.05263157894736842,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2857142857142857,0.11904761904761904,0.20238095238095238,0.0,0.0,0.05952380952380952,0.0,0.03571428571428571,0.0,0.2976190476190476
Possession,0.02127659574468085,0.00591016548463357,0.04373522458628842,0.018912529550827423,0.0,0.24940898345153664,0.1430260047281324,0.004728132387706856,0.02955082742316785,0.483451536643026
Set Piece / Restart,0.2987012987012987,0.03896103896103896,0.1038961038961039,0.012987012987012988,0.0,0.07792207792207792,0.07792207792207792,0.2987012987012987,0.025974025974025976,0.06493506493506493
Shoot Attempt,0.06451612903225806,0.1935483870967742,0.0,0.0,0.25806451612903225,0.0,0.0,0.4838709677419355,0.0,0.0
Short Pass,0.14285714285714285,0.35714285714285715,0.17142857142857143,0.0,0.0,0.07142857142857142,0.0,0.014285714285714285,0.0,0.24285714285714285
