,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.35384615384615387,0.0,0.0,0.15384615384615385,0.0,0.015384615384615385,0.0,0.47692307692307695
Defensive Action,0.10714285714285714,0.10714285714285714,0.16071428571428573,0.017857142857142856,0.0,0.07142857142857142,0.17857142857142858,0.10714285714285714,0.0,0.25
Duel,0.05434782608695652,0.021739130434782608,0.043478260869565216,0.0,0.0,0.021739130434782608,0.6304347826086957,0.010869565217391304,0.03260869565217391,0.18478260869565216
Foul,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.03225806451612903
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.391304347826087,0.17391304347826086,0.17391304347826086,0.043478260869565216,0.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.08695652173913043
Possession,0.024822695035460994,0.0035460992907801418,0.026004728132387706,0.026004728132387706,0.0,0.2033096926713948,0.10401891252955082,0.001182033096926714,0.013002364066193853,0.5981087470449172
Set Piece / Restart,0.3018867924528302,0.0,0.03773584905660377,0.0,0.0,0.09433962264150944,0.0,0.37735849056603776,0.0,0.18867924528301888
Shoot Attempt,0.03333333333333333,0.2,0.0,0.0,0.26666666666666666,0.0,0.0,0.5,0.0,0.0
Short Pass,0.2608695652173913,0.34782608695652173,0.13043478260869565,0.043478260869565216,0.0,0.0,0.0,0.08695652173913043,0.0,0.13043478260869565
