,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.013333333333333334,0.24,0.0,0.0,0.28,0.0,0.05333333333333334,0.0,0.41333333333333333
Defensive Action,0.15384615384615385,0.08974358974358974,0.23076923076923078,0.02564102564102564,0.0,0.1282051282051282,0.08974358974358974,0.0641025641025641,0.01282051282051282,0.20512820512820512
Duel,0.03289473684210526,0.019736842105263157,0.09868421052631579,0.013157894736842105,0.0,0.05921052631578947,0.6513157894736842,0.0,0.006578947368421052,0.11842105263157894
Foul,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.8571428571428571,0.03571428571428571,0.0,0.03571428571428571
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.40625,0.09375,0.21875,0.0,0.0,0.0625,0.0,0.09375,0.0,0.125
Possession,0.02574002574002574,0.006435006435006435,0.04118404118404118,0.009009009009009009,0.0,0.2059202059202059,0.0888030888030888,0.0,0.010296010296010296,0.6126126126126126
Set Piece / Restart,0.38095238095238093,0.0,0.023809523809523808,0.0,0.0,0.11904761904761904,0.023809523809523808,0.2619047619047619,0.0,0.19047619047619047
Shoot Attempt,0.16666666666666666,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.0,0.6666666666666666,0.0,0.0
Short Pass,0.10869565217391304,0.5,0.2608695652173913,0.0,0.0,0.021739130434782608,0.0,0.06521739130434782,0.0,0.043478260869565216
