,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3888888888888889,0.0,0.0,0.2361111111111111,0.0,0.041666666666666664,0.0,0.3333333333333333
Defensive Action,0.1111111111111111,0.06481481481481481,0.25,0.009259259259259259,0.0,0.06481481481481481,0.12962962962962962,0.07407407407407407,0.0,0.2962962962962963
Duel,0.05963302752293578,0.05504587155963303,0.06880733944954129,0.0,0.0,0.022935779816513763,0.6513761467889908,0.0,0.013761467889908258,0.12844036697247707
Foul,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.36363636363636365
Possession,0.04101838755304102,0.01272984441301273,0.0891089108910891,0.01272984441301273,0.0,0.22772277227722773,0.15983026874115983,0.007072135785007072,0.004243281471004243,0.44554455445544555
Set Piece / Restart,0.2653061224489796,0.061224489795918366,0.10204081632653061,0.0,0.0,0.08163265306122448,0.04081632653061224,0.2653061224489796,0.0,0.1836734693877551
Shoot Attempt,0.045454545454545456,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0
Short Pass,0.0,0.5333333333333333,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0
