,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.31868131868131866,0.0,0.0,0.4175824175824176,0.0,0.03296703296703297,0.0,0.23076923076923078
Defensive Action,0.140625,0.0625,0.25,0.0,0.0,0.109375,0.15625,0.109375,0.0,0.171875
Duel,0.026143790849673203,0.013071895424836602,0.0457516339869281,0.006535947712418301,0.0,0.0196078431372549,0.7973856209150327,0.0,0.0196078431372549,0.0718954248366013
Foul,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3023255813953488,0.09302325581395349,0.16279069767441862,0.023255813953488372,0.0,0.11627906976744186,0.0,0.046511627906976744,0.0,0.2558139534883721
Possession,0.033566433566433566,0.004195804195804196,0.043356643356643354,0.016783216783216783,0.0,0.26573426573426573,0.16083916083916083,0.0013986013986013986,0.032167832167832165,0.44195804195804195
Set Piece / Restart,0.4827586206896552,0.0,0.06896551724137931,0.0,0.0,0.10344827586206896,0.017241379310344827,0.27586206896551724,0.0,0.05172413793103448
Shoot Attempt,0.05714285714285714,0.17142857142857143,0.0,0.0,0.11428571428571428,0.0,0.0,0.6571428571428571,0.0,0.0
Short Pass,0.14285714285714285,0.30158730158730157,0.19047619047619047,0.0,0.0,0.07936507936507936,0.0,0.047619047619047616,0.0,0.23809523809523808
