,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.2535211267605634,0.0,0.0,0.2676056338028169,0.0,0.014084507042253521,0.0,0.4647887323943662
Defensive Action,0.1092436974789916,0.1092436974789916,0.226890756302521,0.008403361344537815,0.0,0.06722689075630252,0.03361344537815126,0.07563025210084033,0.0,0.3697478991596639
Duel,0.015873015873015872,0.10052910052910052,0.037037037037037035,0.005291005291005291,0.0,0.015873015873015872,0.671957671957672,0.005291005291005291,0.047619047619047616,0.10052910052910052
Foul,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.8888888888888888,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.20588235294117646,0.3235294117647059,0.2647058823529412,0.029411764705882353,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.11764705882352941
Possession,0.047957371225577264,0.012433392539964476,0.05328596802841918,0.008880994671403197,0.0,0.24156305506216696,0.20781527531083482,0.0053285968028419185,0.015985790408525755,0.4067495559502664
Set Piece / Restart,0.36363636363636365,0.022727272727272728,0.1590909090909091,0.022727272727272728,0.0,0.06818181818181818,0.0,0.22727272727272727,0.0,0.13636363636363635
Shoot Attempt,0.037037037037037035,0.25925925925925924,0.0,0.0,0.037037037037037035,0.0,0.0,0.6666666666666666,0.0,0.0
Short Pass,0.07142857142857142,0.6190476190476191,0.19047619047619047,0.0,0.0,0.047619047619047616,0.0,0.023809523809523808,0.0,0.047619047619047616
