,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.35365853658536583,0.0,0.0,0.2682926829268293,0.0,0.04878048780487805,0.0,0.32926829268292684
Defensive Action,0.09333333333333334,0.06666666666666667,0.21333333333333335,0.013333333333333334,0.0,0.12,0.08,0.21333333333333335,0.0,0.2
Duel,0.03424657534246575,0.02054794520547945,0.1095890410958904,0.00684931506849315,0.0,0.07534246575342465,0.6506849315068494,0.0,0.0273972602739726,0.07534246575342465
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3389830508474576,0.0847457627118644,0.22033898305084745,0.03389830508474576,0.0,0.0847457627118644,0.0,0.06779661016949153,0.0,0.1694915254237288
Possession,0.034023668639053255,0.005917159763313609,0.04142011834319527,0.020710059171597635,0.0,0.27218934911242604,0.14349112426035504,0.0073964497041420114,0.013313609467455622,0.46153846153846156
Set Piece / Restart,0.29310344827586204,0.05172413793103448,0.1206896551724138,0.0,0.0,0.1206896551724138,0.017241379310344827,0.1724137931034483,0.034482758620689655,0.1896551724137931
Shoot Attempt,0.029411764705882353,0.4411764705882353,0.0,0.0,0.058823529411764705,0.0,0.0,0.47058823529411764,0.0,0.0
Short Pass,0.1836734693877551,0.3673469387755102,0.20408163265306123,0.04081632653061224,0.0,0.061224489795918366,0.0,0.02040816326530612,0.0,0.12244897959183673
