,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.01282051282051282,0.38461538461538464,0.0,0.0,0.23076923076923078,0.0,0.038461538461538464,0.0,0.3333333333333333
Defensive Action,0.08888888888888889,0.03333333333333333,0.26666666666666666,0.0,0.0,0.12222222222222222,0.12222222222222222,0.06666666666666667,0.011111111111111112,0.28888888888888886
Duel,0.03723404255319149,0.02127659574468085,0.06382978723404255,0.0,0.0,0.02127659574468085,0.7393617021276596,0.005319148936170213,0.005319148936170213,0.10638297872340426
Foul,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3888888888888889,0.1388888888888889,0.2222222222222222,0.05555555555555555,0.0,0.027777777777777776,0.0,0.0,0.0,0.16666666666666666
Possession,0.036684782608695655,0.014945652173913044,0.059782608695652176,0.021739130434782608,0.0,0.2105978260869565,0.19021739130434784,0.004076086956521739,0.014945652173913044,0.4470108695652174
Set Piece / Restart,0.2826086956521739,0.043478260869565216,0.0,0.021739130434782608,0.0,0.13043478260869565,0.06521739130434782,0.32608695652173914,0.043478260869565216,0.08695652173913043
Shoot Attempt,0.09090909090909091,0.18181818181818182,0.0,0.0,0.2727272727272727,0.0,0.0,0.45454545454545453,0.0,0.0
Short Pass,0.17142857142857143,0.34285714285714286,0.11428571428571428,0.11428571428571428,0.0,0.02857142857142857,0.0,0.05714285714285714,0.0,0.17142857142857143
