,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.28859060402684567,0.0,0.0,0.2550335570469799,0.0,0.03355704697986577,0.053691275167785234,0.3691275167785235
Defensive Action,0.13043478260869565,0.08695652173913043,0.2,0.017391304347826087,0.0,0.1391304347826087,0.043478260869565216,0.13043478260869565,0.0,0.25217391304347825
Duel,0.05392156862745098,0.049019607843137254,0.12254901960784313,0.0,0.0,0.04411764705882353,0.5637254901960784,0.0,0.024509803921568627,0.14215686274509803
Foul,0.022727272727272728,0.0,0.0,0.0,0.0,0.022727272727272728,0.9090909090909091,0.022727272727272728,0.022727272727272728,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.28125,0.19791666666666666,0.23958333333333334,0.07291666666666667,0.0,0.07291666666666667,0.0,0.010416666666666666,0.0,0.125
Possession,0.04649122807017544,0.002631578947368421,0.02982456140350877,0.017543859649122806,0.0,0.20350877192982456,0.18157894736842106,0.002631578947368421,0.01929824561403509,0.4964912280701754
Set Piece / Restart,0.29896907216494845,0.041237113402061855,0.05154639175257732,0.010309278350515464,0.0,0.10309278350515463,0.020618556701030927,0.3402061855670103,0.041237113402061855,0.09278350515463918
Shoot Attempt,0.05660377358490566,0.2830188679245283,0.0,0.0,0.18867924528301888,0.0,0.0,0.4716981132075472,0.0,0.0
Short Pass,0.12195121951219512,0.4268292682926829,0.2073170731707317,0.04878048780487805,0.0,0.0,0.0,0.024390243902439025,0.0,0.17073170731707318
