,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.31958762886597936,0.0,0.0,0.30927835051546393,0.0,0.030927835051546393,0.0,0.3402061855670103
Defensive Action,0.15789473684210525,0.039473684210526314,0.2894736842105263,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.013157894736842105,0.2894736842105263
Duel,0.014634146341463415,0.014634146341463415,0.09268292682926829,0.0,0.0,0.04878048780487805,0.7365853658536585,0.004878048780487805,0.004878048780487805,0.08292682926829269
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.047619047619047616,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.25274725274725274,0.13186813186813187,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.054945054945054944,0.0,0.32967032967032966
Possession,0.03470437017994859,0.005141388174807198,0.07455012853470437,0.015424164524421594,0.0,0.2390745501285347,0.17352185089974292,0.002570694087403599,0.015424164524421594,0.43958868894601544
Set Piece / Restart,0.2982456140350877,0.0,0.07017543859649122,0.0,0.0,0.12280701754385964,0.0,0.45614035087719296,0.017543859649122806,0.03508771929824561
Shoot Attempt,0.09523809523809523,0.19047619047619047,0.0,0.0,0.047619047619047616,0.0,0.0,0.6666666666666666,0.0,0.0
Short Pass,0.1111111111111111,0.24786324786324787,0.27350427350427353,0.017094017094017096,0.0,0.06837606837606838,0.0,0.008547008547008548,0.0,0.27350427350427353
