,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.4430379746835443,0.0,0.0,0.27848101265822783,0.0,0.05063291139240506,0.0,0.22784810126582278
Defensive Action,0.14655172413793102,0.06896551724137931,0.2413793103448276,0.008620689655172414,0.0,0.0603448275862069,0.12931034482758622,0.05172413793103448,0.0,0.29310344827586204
Duel,0.005235602094240838,0.06282722513089005,0.08376963350785341,0.0,0.0,0.020942408376963352,0.7539267015706806,0.0,0.010471204188481676,0.06282722513089005
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.4722222222222222,0.19444444444444445,0.2222222222222222,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.08333333333333333
Possession,0.022508038585209004,0.0021436227224008574,0.04715969989281887,0.00857449088960343,0.0,0.2540192926045016,0.09539121114683816,0.0010718113612004287,0.02572347266881029,0.5434083601286174
Set Piece / Restart,0.29545454545454547,0.022727272727272728,0.06818181818181818,0.0,0.0,0.13636363636363635,0.06818181818181818,0.2727272727272727,0.0,0.13636363636363635
Shoot Attempt,0.06896551724137931,0.20689655172413793,0.0,0.0,0.13793103448275862,0.0,0.0,0.5862068965517241,0.0,0.0
Short Pass,0.16,0.54,0.16,0.0,0.0,0.02,0.0,0.02,0.0,0.1
