,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.2631578947368421,0.0,0.0,0.3684210526315789,0.0,0.02631578947368421,0.0,0.34210526315789475
Defensive Action,0.06140350877192982,0.16666666666666666,0.2719298245614035,0.008771929824561403,0.0,0.06140350877192982,0.06140350877192982,0.08771929824561403,0.008771929824561403,0.2719298245614035
Duel,0.035897435897435895,0.05641025641025641,0.06153846153846154,0.0,0.0,0.015384615384615385,0.6461538461538462,0.0,0.05128205128205128,0.13333333333333333
Foul,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.05263157894736842
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2608695652173913,0.2608695652173913,0.17391304347826086,0.043478260869565216,0.0,0.043478260869565216,0.0,0.06521739130434782,0.0,0.15217391304347827
Possession,0.0391304347826087,0.010144927536231883,0.0463768115942029,0.010144927536231883,0.0,0.26231884057971017,0.15507246376811595,0.0,0.014492753623188406,0.4623188405797101
Set Piece / Restart,0.4117647058823529,0.0392156862745098,0.11764705882352941,0.0,0.0,0.09803921568627451,0.0392156862745098,0.23529411764705882,0.0,0.058823529411764705
Shoot Attempt,0.0,0.27586206896551724,0.0,0.0,0.06896551724137931,0.0,0.0,0.6551724137931034,0.0,0.0
Short Pass,0.02,0.34,0.36,0.0,0.0,0.02,0.0,0.02,0.0,0.24
