,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.38235294117647056,0.0,0.0,0.29411764705882354,0.0,0.08823529411764706,0.0,0.23529411764705882
Defensive Action,0.125,0.0375,0.2125,0.0125,0.0,0.1,0.2,0.0625,0.0,0.25
Duel,0.04294478527607362,0.012269938650306749,0.06748466257668712,0.0,0.0,0.024539877300613498,0.7423312883435583,0.0,0.012269938650306749,0.09815950920245399
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2,0.4,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Possession,0.04404145077720207,0.009067357512953367,0.03756476683937824,0.010362694300518135,0.0,0.2616580310880829,0.133419689119171,0.0051813471502590676,0.015544041450777202,0.483160621761658
Set Piece / Restart,0.23728813559322035,0.03389830508474576,0.0847457627118644,0.0,0.0,0.15254237288135594,0.01694915254237288,0.3728813559322034,0.01694915254237288,0.0847457627118644
Shoot Attempt,0.043478260869565216,0.21739130434782608,0.0,0.0,0.13043478260869565,0.0,0.0,0.6086956521739131,0.0,0.0
Short Pass,0.0,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.07142857142857142
