,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.01020408163265306,0.32653061224489793,0.0,0.0,0.2755102040816326,0.0,0.061224489795918366,0.0,0.32653061224489793
Defensive Action,0.0875,0.1125,0.3125,0.0125,0.0,0.0625,0.1625,0.0625,0.0,0.1875
Duel,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.004878048780487805,0.0,0.00975609756097561,0.6682926829268293,0.0,0.03902439024390244,0.13170731707317074
Foul,0.04,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3333333333333333,0.10416666666666667,0.22916666666666666,0.020833333333333332,0.0,0.0625,0.0,0.041666666666666664,0.0,0.20833333333333334
Possession,0.0546218487394958,0.0070028011204481795,0.06582633053221289,0.018207282913165267,0.0,0.242296918767507,0.17647058823529413,0.0014005602240896359,0.0014005602240896359,0.4327731092436975
Set Piece / Restart,0.35294117647058826,0.0196078431372549,0.058823529411764705,0.0,0.0,0.0784313725490196,0.11764705882352941,0.29411764705882354,0.0,0.0784313725490196
Shoot Attempt,0.10526315789473684,0.15789473684210525,0.0,0.0,0.21052631578947367,0.0,0.0,0.5263157894736842,0.0,0.0
Short Pass,0.20833333333333334,0.3958333333333333,0.16666666666666666,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.1875
