,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.33962264150943394,0.0,0.0,0.24528301886792453,0.0,0.07547169811320754,0.0,0.33962264150943394
Defensive Action,0.15789473684210525,0.013157894736842105,0.2894736842105263,0.013157894736842105,0.0,0.14473684210526316,0.06578947368421052,0.07894736842105263,0.013157894736842105,0.2236842105263158
Duel,0.043689320388349516,0.019417475728155338,0.07766990291262135,0.0048543689320388345,0.0,0.05825242718446602,0.5922330097087378,0.0,0.02912621359223301,0.17475728155339806
Foul,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.875,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.19607843137254902,0.14705882352941177,0.24509803921568626,0.049019607843137254,0.0,0.08823529411764706,0.0,0.00980392156862745,0.0,0.2647058823529412
Possession,0.04294478527607362,0.010736196319018405,0.05368098159509203,0.009202453987730062,0.0,0.2745398773006135,0.11042944785276074,0.004601226993865031,0.02147239263803681,0.4723926380368098
Set Piece / Restart,0.3382352941176471,0.0,0.058823529411764705,0.0,0.0,0.20588235294117646,0.014705882352941176,0.3235294117647059,0.014705882352941176,0.04411764705882353
Shoot Attempt,0.06666666666666667,0.2,0.0,0.0,0.1,0.0,0.0,0.6333333333333333,0.0,0.0
Short Pass,0.10576923076923077,0.23076923076923078,0.34615384615384615,0.009615384615384616,0.0,0.057692307692307696,0.0,0.028846153846153848,0.0,0.22115384615384615
