,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.2638888888888889,0.0,0.0,0.2638888888888889,0.0,0.027777777777777776,0.0,0.4444444444444444
Defensive Action,0.09195402298850575,0.06896551724137931,0.3333333333333333,0.022988505747126436,0.0,0.08045977011494253,0.11494252873563218,0.08045977011494253,0.0,0.20689655172413793
Duel,0.029197080291970802,0.029197080291970802,0.0948905109489051,0.0,0.0,0.051094890510948905,0.5912408759124088,0.0072992700729927005,0.0364963503649635,0.16058394160583941
Foul,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.875,0.0,0.0,0.041666666666666664
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.43478260869565216,0.15217391304347827,0.2391304347826087,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.0,0.13043478260869565
Possession,0.012910798122065728,0.007042253521126761,0.03990610328638498,0.008215962441314555,0.0,0.20305164319248825,0.062206572769953054,0.0011737089201877935,0.014084507042253521,0.6514084507042254
Set Piece / Restart,0.30357142857142855,0.05357142857142857,0.10714285714285714,0.0,0.0,0.08928571428571429,0.03571428571428571,0.32142857142857145,0.0,0.08928571428571429
Shoot Attempt,0.03571428571428571,0.21428571428571427,0.0,0.0,0.10714285714285714,0.0,0.0,0.6428571428571429,0.0,0.0
Short Pass,0.19298245614035087,0.42105263157894735,0.19298245614035087,0.017543859649122806,0.0,0.0,0.017543859649122806,0.0,0.0,0.15789473684210525
