,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3181818181818182,0.0,0.0,0.21212121212121213,0.0,0.07575757575757576,0.0,0.3939393939393939
Defensive Action,0.102803738317757,0.056074766355140186,0.35514018691588783,0.009345794392523364,0.0,0.08411214953271028,0.12149532710280374,0.06542056074766354,0.0,0.205607476635514
Duel,0.016129032258064516,0.04838709677419355,0.07526881720430108,0.0,0.0,0.016129032258064516,0.7204301075268817,0.0,0.010752688172043012,0.11290322580645161
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.05263157894736842
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.25,0.21428571428571427,0.25,0.03571428571428571,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.10714285714285714
Possession,0.026128266033254157,0.0059382422802850355,0.040380047505938245,0.009501187648456057,0.0,0.24228028503562946,0.22327790973871733,0.0011876484560570072,0.023752969121140142,0.42755344418052255
Set Piece / Restart,0.23076923076923078,0.057692307692307696,0.09615384615384616,0.0,0.0,0.1346153846153846,0.038461538461538464,0.2692307692307692,0.019230769230769232,0.15384615384615385
Shoot Attempt,0.13333333333333333,0.2,0.0,0.0,0.13333333333333333,0.0,0.0,0.5333333333333333,0.0,0.0
Short Pass,0.11475409836065574,0.4098360655737705,0.16393442622950818,0.01639344262295082,0.0,0.06557377049180328,0.0,0.06557377049180328,0.0,0.16393442622950818
