,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.016666666666666666,0.26666666666666666,0.0,0.0,0.15,0.0,0.06666666666666667,0.0,0.5
Defensive Action,0.08181818181818182,0.05454545454545454,0.3090909090909091,0.01818181818181818,0.0,0.10909090909090909,0.08181818181818182,0.12727272727272726,0.0,0.21818181818181817
Duel,0.04046242774566474,0.07514450867052024,0.04046242774566474,0.0,0.0,0.017341040462427744,0.6416184971098265,0.011560693641618497,0.05202312138728324,0.12138728323699421
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.07142857142857142,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.1956521739130435,0.2608695652173913,0.2608695652173913,0.021739130434782608,0.0,0.021739130434782608,0.0,0.10869565217391304,0.0,0.13043478260869565
Possession,0.02140309155766944,0.0035671819262782403,0.04399524375743163,0.0047562425683709865,0.0,0.24613555291319858,0.12604042806183116,0.0011890606420927466,0.008323424494649227,0.544589774078478
Set Piece / Restart,0.20754716981132076,0.1509433962264151,0.07547169811320754,0.0,0.0,0.1509433962264151,0.03773584905660377,0.22641509433962265,0.018867924528301886,0.1320754716981132
Shoot Attempt,0.04,0.32,0.0,0.0,0.12,0.0,0.0,0.52,0.0,0.0
Short Pass,0.13157894736842105,0.2631578947368421,0.3684210526315789,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.18421052631578946
