,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3972602739726027,0.0,0.0,0.2465753424657534,0.0,0.1095890410958904,0.0,0.2465753424657534
Defensive Action,0.09322033898305085,0.1016949152542373,0.17796610169491525,0.0,0.0,0.05084745762711865,0.11864406779661017,0.0847457627118644,0.0,0.3728813559322034
Duel,0.024752475247524754,0.07425742574257425,0.09405940594059406,0.0,0.0,0.0297029702970297,0.6435643564356436,0.0049504950495049506,0.019801980198019802,0.10891089108910891
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9714285714285714,0.0,0.0,0.02857142857142857
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.23809523809523808,0.23809523809523808,0.2857142857142857,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.14285714285714285
Possession,0.046357615894039736,0.009933774834437087,0.0728476821192053,0.03145695364238411,0.0,0.20364238410596028,0.17880794701986755,0.0016556291390728477,0.018211920529801324,0.4370860927152318
Set Piece / Restart,0.31746031746031744,0.031746031746031744,0.1111111111111111,0.0,0.0,0.09523809523809523,0.07936507936507936,0.25396825396825395,0.0,0.1111111111111111
Shoot Attempt,0.08,0.28,0.0,0.0,0.12,0.0,0.0,0.52,0.0,0.0
Short Pass,0.06666666666666667,0.5,0.2,0.06666666666666667,0.0,0.0,0.0,0.03333333333333333,0.0,0.13333333333333333
