,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.296875,0.0,0.0,0.21875,0.0,0.078125,0.0,0.40625
Defensive Action,0.10227272727272728,0.06818181818181818,0.3068181818181818,0.0,0.0,0.09090909090909091,0.11363636363636363,0.06818181818181818,0.0,0.25
Duel,0.04864864864864865,0.03783783783783784,0.10810810810810811,0.005405405405405406,0.0,0.010810810810810811,0.6,0.010810810810810811,0.02702702702702703,0.15135135135135136
Foul,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.9411764705882353,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.13333333333333333,0.2,0.3333333333333333,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.13333333333333333
Possession,0.02857142857142857,0.011688311688311689,0.05454545454545454,0.012987012987012988,0.0,0.22467532467532467,0.14935064935064934,0.0012987012987012987,0.01038961038961039,0.5064935064935064
Set Piece / Restart,0.32142857142857145,0.03571428571428571,0.03571428571428571,0.0,0.0,0.08928571428571429,0.017857142857142856,0.39285714285714285,0.0,0.10714285714285714
Shoot Attempt,0.09523809523809523,0.19047619047619047,0.0,0.0,0.23809523809523808,0.0,0.047619047619047616,0.42857142857142855,0.0,0.0
Short Pass,0.09090909090909091,0.45454545454545453,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0
