,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.012195121951219513,0.2926829268292683,0.0,0.0,0.3902439024390244,0.0,0.04878048780487805,0.0,0.25609756097560976
Defensive Action,0.1326530612244898,0.05102040816326531,0.3163265306122449,0.0,0.0,0.07142857142857142,0.061224489795918366,0.07142857142857142,0.0,0.29591836734693877
Duel,0.026595744680851064,0.05319148936170213,0.05319148936170213,0.005319148936170213,0.0,0.02127659574468085,0.6595744680851063,0.010638297872340425,0.031914893617021274,0.13829787234042554
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3076923076923077,0.3076923076923077,0.1282051282051282,0.05128205128205128,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.1282051282051282
Possession,0.05063291139240506,0.004219409282700422,0.08649789029535865,0.023206751054852322,0.0,0.2679324894514768,0.17932489451476794,0.002109704641350211,0.0189873417721519,0.3670886075949367
Set Piece / Restart,0.3793103448275862,0.034482758620689655,0.06896551724137931,0.017241379310344827,0.0,0.08620689655172414,0.0,0.3103448275862069,0.0,0.10344827586206896
Shoot Attempt,0.07142857142857142,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.0,0.7142857142857143,0.0,0.0
Short Pass,0.1111111111111111,0.3333333333333333,0.19444444444444445,0.027777777777777776,0.0,0.05555555555555555,0.0,0.0,0.0,0.2777777777777778
