,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0125,0.4,0.0,0.0,0.2,0.0,0.0625,0.0,0.325
Defensive Action,0.09473684210526316,0.042105263157894736,0.23157894736842105,0.0,0.0,0.10526315789473684,0.15789473684210525,0.06315789473684211,0.0,0.30526315789473685
Duel,0.028409090909090908,0.03409090909090909,0.03409090909090909,0.0,0.0,0.03977272727272727,0.6988636363636364,0.0,0.011363636363636364,0.1534090909090909
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.32653061224489793,0.12244897959183673,0.22448979591836735,0.0,0.0,0.061224489795918366,0.0,0.08163265306122448,0.0,0.1836734693877551
Possession,0.04090267983074753,0.005641748942172073,0.04936530324400564,0.019746121297602257,0.0,0.2552891396332863,0.18194640338504936,0.007052186177715092,0.021156558533145273,0.41889985895627646
Set Piece / Restart,0.2692307692307692,0.019230769230769232,0.07692307692307693,0.0,0.0,0.09615384615384616,0.17307692307692307,0.25,0.0,0.11538461538461539
Shoot Attempt,0.05,0.3,0.0,0.0,0.15,0.0,0.0,0.5,0.0,0.0
Short Pass,0.125,0.3333333333333333,0.2916666666666667,0.0,0.0,0.041666666666666664,0.0,0.020833333333333332,0.0,0.1875
