,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.012195121951219513,0.3170731707317073,0.0,0.0,0.34146341463414637,0.0,0.0,0.0,0.32926829268292684
Defensive Action,0.10638297872340426,0.10638297872340426,0.22340425531914893,0.0,0.0,0.10638297872340426,0.0425531914893617,0.09574468085106383,0.0,0.3191489361702128
Duel,0.02564102564102564,0.019230769230769232,0.04487179487179487,0.0,0.0,0.00641025641025641,0.75,0.00641025641025641,0.00641025641025641,0.14102564102564102
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2641509433962264,0.20754716981132076,0.16981132075471697,0.0,0.0,0.03773584905660377,0.0,0.09433962264150944,0.0,0.22641509433962265
Possession,0.029780564263322883,0.009404388714733543,0.045454545454545456,0.0109717868338558,0.0,0.28213166144200624,0.15203761755485892,0.0,0.02821316614420063,0.44200626959247646
Set Piece / Restart,0.43137254901960786,0.0392156862745098,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.35294117647058826,0.0,0.058823529411764705
Shoot Attempt,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.0,0.5384615384615384,0.0,0.0
Short Pass,0.22807017543859648,0.43859649122807015,0.15789473684210525,0.03508771929824561,0.0,0.017543859649122806,0.0,0.017543859649122806,0.0,0.10526315789473684
