,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.03076923076923077,0.26153846153846155,0.0,0.0,0.27692307692307694,0.0,0.03076923076923077,0.0,0.4
Defensive Action,0.08256880733944955,0.05504587155963303,0.23853211009174313,0.009174311926605505,0.0,0.05504587155963303,0.13761467889908258,0.05504587155963303,0.009174311926605505,0.3577981651376147
Duel,0.039473684210526314,0.046052631578947366,0.07894736842105263,0.0,0.0,0.02631578947368421,0.5921052631578947,0.013157894736842105,0.03289473684210526,0.17105263157894737
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.25,0.35,0.2,0.0,0.0,0.0,0.0,0.05,0.0,0.15
Possession,0.027837259100642397,0.0053533190578158455,0.032119914346895075,0.008565310492505354,0.0,0.18522483940042828,0.11134903640256959,0.0010706638115631692,0.004282655246252677,0.6241970021413277
Set Piece / Restart,0.3333333333333333,0.047619047619047616,0.07142857142857142,0.0,0.0,0.047619047619047616,0.023809523809523808,0.23809523809523808,0.023809523809523808,0.21428571428571427
Shoot Attempt,0.038461538461538464,0.19230769230769232,0.0,0.0,0.11538461538461539,0.0,0.0,0.6538461538461539,0.0,0.0
Short Pass,0.08695652173913043,0.41304347826086957,0.1956521739130435,0.06521739130434782,0.0,0.0,0.0,0.021739130434782608,0.0,0.21739130434782608
