,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.38823529411764707,0.0,0.0,0.17647058823529413,0.0,0.10588235294117647,0.011764705882352941,0.3176470588235294
Defensive Action,0.1506849315068493,0.0273972602739726,0.2602739726027397,0.0136986301369863,0.0,0.1232876712328767,0.0410958904109589,0.0958904109589041,0.0,0.2876712328767123
Duel,0.03496503496503497,0.03496503496503497,0.03496503496503497,0.0,0.0,0.04195804195804196,0.7062937062937062,0.006993006993006993,0.006993006993006993,0.13286713286713286
Foul,0.09090909090909091,0.0,0.0,0.0,0.0,0.06060606060606061,0.8181818181818182,0.0,0.0,0.030303030303030304
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.38235294117647056,0.35294117647058826,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.029411764705882353,0.0,0.058823529411764705
Possession,0.026077097505668934,0.0011337868480725624,0.04195011337868481,0.018140589569160998,0.0,0.16439909297052155,0.1689342403628118,0.003401360544217687,0.01927437641723356,0.5566893424036281
Set Piece / Restart,0.3333333333333333,0.018518518518518517,0.037037037037037035,0.0,0.0,0.1111111111111111,0.037037037037037035,0.25925925925925924,0.0,0.2037037037037037
Shoot Attempt,0.16666666666666666,0.2,0.0,0.0,0.03333333333333333,0.0,0.0,0.6,0.0,0.0
Short Pass,0.19444444444444445,0.5555555555555556,0.08333333333333333,0.027777777777777776,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.08333333333333333
