,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.014084507042253521,0.323943661971831,0.0,0.0,0.16901408450704225,0.0,0.056338028169014086,0.0,0.43661971830985913
Defensive Action,0.06666666666666667,0.0761904761904762,0.23809523809523808,0.009523809523809525,0.0,0.1619047619047619,0.05714285714285714,0.08571428571428572,0.01904761904761905,0.2857142857142857
Duel,0.03333333333333333,0.05333333333333334,0.05333333333333334,0.0,0.0,0.013333333333333334,0.7333333333333333,0.0,0.02,0.09333333333333334
Foul,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.45161290322580644,0.2903225806451613,0.0967741935483871,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.12903225806451613
Possession,0.03782894736842105,0.008223684210526315,0.046052631578947366,0.01644736842105263,0.0,0.22203947368421054,0.1118421052631579,0.003289473684210526,0.01644736842105263,0.537828947368421
Set Piece / Restart,0.2553191489361702,0.0851063829787234,0.0851063829787234,0.0,0.0,0.10638297872340426,0.1276595744680851,0.2978723404255319,0.0,0.0425531914893617
Shoot Attempt,0.041666666666666664,0.375,0.0,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0
Short Pass,0.21428571428571427,0.5238095238095238,0.11904761904761904,0.07142857142857142,0.0,0.0,0.0,0.023809523809523808,0.0,0.047619047619047616
