,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3048780487804878,0.0,0.0,0.2073170731707317,0.0,0.15853658536585366,0.0,0.32926829268292684
Defensive Action,0.13636363636363635,0.11363636363636363,0.18181818181818182,0.0,0.0,0.07954545454545454,0.14772727272727273,0.056818181818181816,0.0,0.2840909090909091
Duel,0.017341040462427744,0.046242774566473986,0.10982658959537572,0.005780346820809248,0.0,0.023121387283236993,0.6936416184971098,0.011560693641618497,0.017341040462427744,0.07514450867052024
Foul,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.05555555555555555
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2549019607843137,0.13725490196078433,0.17647058823529413,0.0,0.0,0.058823529411764705,0.0,0.0784313725490196,0.0,0.29411764705882354
Possession,0.025525525525525526,0.0045045045045045045,0.052552552552552555,0.016516516516516516,0.0,0.27927927927927926,0.1111111111111111,0.006006006006006006,0.021021021021021023,0.48348348348348347
Set Piece / Restart,0.34210526315789475,0.02631578947368421,0.11842105263157894,0.0,0.0,0.09210526315789473,0.05263157894736842,0.2631578947368421,0.0,0.10526315789473684
Shoot Attempt,0.13793103448275862,0.10344827586206896,0.0,0.0,0.1724137931034483,0.0,0.0,0.5862068965517241,0.0,0.0
Short Pass,0.11764705882352941,0.45098039215686275,0.23529411764705882,0.0196078431372549,0.0,0.0392156862745098,0.0,0.0784313725490196,0.0,0.058823529411764705
