,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3617021276595745,0.0,0.0,0.24468085106382978,0.0,0.0425531914893617,0.0,0.35106382978723405
Defensive Action,0.1,0.0,0.2857142857142857,0.0,0.0,0.12857142857142856,0.05714285714285714,0.14285714285714285,0.0,0.2857142857142857
Duel,0.031496062992125984,0.031496062992125984,0.07874015748031496,0.023622047244094488,0.0,0.031496062992125984,0.5590551181102362,0.015748031496062992,0.05511811023622047,0.1732283464566929
Foul,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.03333333333333333,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2222222222222222,0.2777777777777778,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.16666666666666666,0.0,0.1111111111111111
Possession,0.04671717171717172,0.007575757575757576,0.025252525252525252,0.015151515151515152,0.0,0.1590909090909091,0.11616161616161616,0.0012626262626262627,0.017676767676767676,0.6111111111111112
Set Piece / Restart,0.4520547945205479,0.0136986301369863,0.0273972602739726,0.0136986301369863,0.0,0.0821917808219178,0.0273972602739726,0.2465753424657534,0.0410958904109589,0.0958904109589041
Shoot Attempt,0.09090909090909091,0.22727272727272727,0.0,0.0,0.1590909090909091,0.0,0.0,0.5227272727272727,0.0,0.0
Short Pass,0.2222222222222222,0.4444444444444444,0.2777777777777778,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0
