,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.38372093023255816,0.0,0.0,0.29069767441860467,0.0,0.10465116279069768,0.0,0.22093023255813954
Defensive Action,0.08860759493670886,0.012658227848101266,0.189873417721519,0.0,0.0,0.05063291139240506,0.20253164556962025,0.08860759493670886,0.0,0.3670886075949367
Duel,0.026455026455026454,0.026455026455026454,0.042328042328042326,0.0,0.0,0.042328042328042326,0.6507936507936508,0.005291005291005291,0.015873015873015872,0.19047619047619047
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.32,0.24,0.16,0.08,0.0,0.0,0.0,0.04,0.0,0.16
Possession,0.054770318021201414,0.007067137809187279,0.06537102473498234,0.015901060070671377,0.0,0.24381625441696114,0.1696113074204947,0.0035335689045936395,0.019434628975265017,0.4204946996466431
Set Piece / Restart,0.32051282051282054,0.038461538461538464,0.10256410256410256,0.0,0.0,0.0641025641025641,0.11538461538461539,0.32051282051282054,0.0,0.038461538461538464
Shoot Attempt,0.0967741935483871,0.1935483870967742,0.0,0.0,0.16129032258064516,0.0,0.0,0.5483870967741935,0.0,0.0
Short Pass,0.18421052631578946,0.21052631578947367,0.34210526315789475,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.21052631578947367
