,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.013333333333333334,0.28,0.0,0.0,0.4,0.0,0.02666666666666667,0.0,0.28
Defensive Action,0.1308411214953271,0.07476635514018691,0.2523364485981308,0.0,0.0,0.102803738317757,0.09345794392523364,0.06542056074766354,0.0,0.2803738317757009
Duel,0.029166666666666667,0.041666666666666664,0.09583333333333334,0.0,0.0,0.025,0.6291666666666667,0.004166666666666667,0.020833333333333332,0.15416666666666667
Foul,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.967741935483871,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.13043478260869565,0.34782608695652173,0.17391304347826086,0.043478260869565216,0.0,0.0,0.0,0.13043478260869565,0.0,0.17391304347826086
Possession,0.06564551422319474,0.0087527352297593,0.14442013129102846,0.03282275711159737,0.0,0.1772428884026258,0.2275711159737418,0.00437636761487965,0.02188183807439825,0.3172866520787746
Set Piece / Restart,0.34,0.08,0.02,0.02,0.0,0.08,0.02,0.34,0.0,0.1
Shoot Attempt,0.047619047619047616,0.23809523809523808,0.0,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.0
Short Pass,0.0967741935483871,0.5161290322580645,0.22580645161290322,0.0,0.0,0.03225806451612903,0.0,0.06451612903225806,0.0,0.06451612903225806
