,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.011235955056179775,0.21348314606741572,0.0,0.0,0.3258426966292135,0.0,0.056179775280898875,0.0,0.39325842696629215
Defensive Action,0.1484375,0.0703125,0.2734375,0.0078125,0.0,0.1015625,0.046875,0.03125,0.0,0.3203125
Duel,0.05027932960893855,0.08379888268156424,0.061452513966480445,0.0,0.0,0.0446927374301676,0.6480446927374302,0.0111731843575419,0.0223463687150838,0.0782122905027933
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.1896551724137931,0.3103448275862069,0.22413793103448276,0.0,0.0,0.034482758620689655,0.0,0.08620689655172414,0.0,0.15517241379310345
Possession,0.049523809523809526,0.007619047619047619,0.07238095238095238,0.013333333333333334,0.0,0.2780952380952381,0.17523809523809525,0.0019047619047619048,0.015238095238095238,0.38666666666666666
Set Piece / Restart,0.2909090909090909,0.01818181818181818,0.07272727272727272,0.01818181818181818,0.0,0.09090909090909091,0.03636363636363636,0.34545454545454546,0.0,0.12727272727272726
Shoot Attempt,0.11764705882352941,0.17647058823529413,0.0,0.0,0.058823529411764705,0.0,0.0,0.6470588235294118,0.0,0.0
Short Pass,0.10344827586206896,0.41379310344827586,0.22413793103448276,0.0,0.0,0.06896551724137931,0.0,0.017241379310344827,0.0,0.1724137931034483
