,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.28448275862068967,0.0,0.0,0.1896551724137931,0.0,0.06896551724137931,0.008620689655172414,0.4482758620689655
Defensive Action,0.07317073170731707,0.13414634146341464,0.2682926829268293,0.0,0.0,0.06097560975609756,0.024390243902439025,0.06097560975609756,0.0,0.3780487804878049
Duel,0.02040816326530612,0.04081632653061224,0.09183673469387756,0.0,0.0,0.030612244897959183,0.7040816326530612,0.00510204081632653,0.00510204081632653,0.10204081632653061
Foul,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2711864406779661,0.16101694915254236,0.211864406779661,0.025423728813559324,0.0,0.07627118644067797,0.0,0.03389830508474576,0.0,0.22033898305084745
Possession,0.05271084337349398,0.010542168674698794,0.05271084337349398,0.01355421686746988,0.0,0.2996987951807229,0.17319277108433734,0.006024096385542169,0.01957831325301205,0.37198795180722893
Set Piece / Restart,0.288135593220339,0.01694915254237288,0.0847457627118644,0.0,0.0,0.15254237288135594,0.06779661016949153,0.2711864406779661,0.0,0.11864406779661017
Shoot Attempt,0.19047619047619047,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.0,0.6190476190476191,0.0,0.0
Short Pass,0.17708333333333334,0.21875,0.3020833333333333,0.010416666666666666,0.0,0.0625,0.010416666666666666,0.010416666666666666,0.0,0.20833333333333334
