,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3333333333333333,0.0,0.0,0.21739130434782608,0.0,0.028985507246376812,0.0,0.42028985507246375
Defensive Action,0.11290322580645161,0.08064516129032258,0.24193548387096775,0.016129032258064516,0.0,0.11290322580645161,0.06451612903225806,0.08064516129032258,0.0,0.2903225806451613
Duel,0.04918032786885246,0.03278688524590164,0.09836065573770492,0.00819672131147541,0.0,0.04918032786885246,0.5819672131147541,0.0,0.02459016393442623,0.1557377049180328
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2608695652173913,0.17391304347826086,0.2608695652173913,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.21739130434782608
Possession,0.02699896157840083,0.003115264797507788,0.03426791277258567,0.017653167185877467,0.0,0.17757009345794392,0.14537902388369678,0.003115264797507788,0.007268951194184839,0.5846313603322949
Set Piece / Restart,0.3783783783783784,0.0,0.02702702702702703,0.05405405405405406,0.0,0.10810810810810811,0.02702702702702703,0.2972972972972973,0.0,0.10810810810810811
Shoot Attempt,0.05555555555555555,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.6111111111111112,0.0,0.0
Short Pass,0.20930232558139536,0.3488372093023256,0.13953488372093023,0.023255813953488372,0.0,0.06976744186046512,0.0,0.0,0.0,0.20930232558139536
