,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.00909090909090909,0.3090909090909091,0.0,0.0,0.20909090909090908,0.0,0.1,0.00909090909090909,0.36363636363636365
Defensive Action,0.08620689655172414,0.08620689655172414,0.2672413793103448,0.0,0.0,0.08620689655172414,0.05172413793103448,0.11206896551724138,0.0,0.3103448275862069
Duel,0.03879310344827586,0.07758620689655173,0.06465517241379311,0.0,0.0,0.03879310344827586,0.603448275862069,0.004310344827586207,0.021551724137931036,0.15086206896551724
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2807017543859649,0.2631578947368421,0.24561403508771928,0.0,0.0,0.017543859649122806,0.0,0.03508771929824561,0.0,0.15789473684210525
Possession,0.05752961082910321,0.011844331641285956,0.0829103214890017,0.01353637901861252,0.0,0.22504230118443316,0.21658206429780033,0.001692047377326565,0.018612521150592216,0.37225042301184436
Set Piece / Restart,0.27941176470588236,0.0,0.08823529411764706,0.0,0.0,0.08823529411764706,0.07352941176470588,0.3235294117647059,0.029411764705882353,0.11764705882352941
Shoot Attempt,0.1111111111111111,0.2962962962962963,0.0,0.0,0.2962962962962963,0.0,0.0,0.2962962962962963,0.0,0.0
Short Pass,0.2289156626506024,0.27710843373493976,0.24096385542168675,0.024096385542168676,0.0,0.012048192771084338,0.0,0.024096385542168676,0.0,0.1927710843373494
