,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.37,0.0,0.0,0.11,0.0,0.06,0.0,0.46
Defensive Action,0.16901408450704225,0.028169014084507043,0.29577464788732394,0.028169014084507043,0.0,0.07042253521126761,0.056338028169014086,0.056338028169014086,0.0,0.29577464788732394
Duel,0.005263157894736842,0.005263157894736842,0.11052631578947368,0.0,0.0,0.010526315789473684,0.7105263157894737,0.010526315789473684,0.021052631578947368,0.12631578947368421
Foul,0.05,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.37681159420289856,0.17391304347826086,0.043478260869565216,0.0,0.0,0.10144927536231885,0.0,0.043478260869565216,0.0,0.2608695652173913
Possession,0.03051181102362205,0.002952755905511811,0.04133858267716536,0.011811023622047244,0.0,0.23031496062992127,0.15059055118110237,0.002952755905511811,0.015748031496062992,0.5137795275590551
Set Piece / Restart,0.2647058823529412,0.014705882352941176,0.04411764705882353,0.014705882352941176,0.0,0.17647058823529413,0.04411764705882353,0.35294117647058826,0.014705882352941176,0.07352941176470588
Shoot Attempt,0.10714285714285714,0.10714285714285714,0.0,0.0,0.32142857142857145,0.0,0.0,0.4642857142857143,0.0,0.0
Short Pass,0.125,0.40625,0.21875,0.03125,0.0,0.046875,0.0,0.015625,0.0,0.15625
