,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.4430379746835443,0.0,0.0,0.189873417721519,0.0,0.06329113924050633,0.0,0.3037974683544304
Defensive Action,0.12345679012345678,0.024691358024691357,0.19753086419753085,0.0,0.0,0.09876543209876543,0.16049382716049382,0.09876543209876543,0.0,0.2962962962962963
Duel,0.025252525252525252,0.03535353535353535,0.08585858585858586,0.005050505050505051,0.0,0.025252525252525252,0.6767676767676768,0.0,0.005050505050505051,0.1414141414141414
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.0,0.0,0.045454545454545456
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.34146341463414637,0.17073170731707318,0.17073170731707318,0.024390243902439025,0.0,0.12195121951219512,0.0,0.024390243902439025,0.0,0.14634146341463414
Possession,0.03631961259079903,0.00847457627118644,0.04116222760290557,0.018159806295399514,0.0,0.2566585956416465,0.11259079903147699,0.0036319612590799033,0.013317191283292978,0.5096852300242131
Set Piece / Restart,0.2641509433962264,0.03773584905660377,0.07547169811320754,0.0,0.0,0.16981132075471697,0.05660377358490566,0.2830188679245283,0.0,0.11320754716981132
Shoot Attempt,0.18181818181818182,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.0
Short Pass,0.0625,0.3125,0.375,0.0,0.0,0.03125,0.0,0.0625,0.0,0.15625
