,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.31932773109243695,0.0,0.0,0.2605042016806723,0.0,0.10084033613445378,0.0,0.31932773109243695
Defensive Action,0.16071428571428573,0.10714285714285714,0.20535714285714285,0.008928571428571428,0.0,0.14285714285714285,0.03571428571428571,0.09821428571428571,0.0,0.24107142857142858
Duel,0.03636363636363636,0.02727272727272727,0.10454545454545454,0.0,0.0,0.03636363636363636,0.6590909090909091,0.0,0.004545454545454545,0.1318181818181818
Foul,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2540983606557377,0.21311475409836064,0.1557377049180328,0.0,0.0,0.09836065573770492,0.0,0.02459016393442623,0.0,0.2540983606557377
Possession,0.03215926493108729,0.006125574272588055,0.08422664624808576,0.009188361408882083,0.0,0.24196018376722817,0.19142419601837674,0.006125574272588055,0.03828483920367534,0.3905053598774885
Set Piece / Restart,0.2926829268292683,0.07317073170731707,0.08536585365853659,0.0,0.0,0.10975609756097561,0.04878048780487805,0.2926829268292683,0.024390243902439025,0.07317073170731707
Shoot Attempt,0.15,0.25,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0
Short Pass,0.12790697674418605,0.3953488372093023,0.3023255813953488,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.1511627906976744
