,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.37362637362637363,0.0,0.0,0.08791208791208792,0.0,0.08791208791208792,0.0,0.45054945054945056
Defensive Action,0.11578947368421053,0.08421052631578947,0.3473684210526316,0.0,0.0,0.042105263157894736,0.06315789473684211,0.07368421052631578,0.010526315789473684,0.2631578947368421
Duel,0.023923444976076555,0.04784688995215311,0.11961722488038277,0.004784688995215311,0.0,0.0430622009569378,0.631578947368421,0.0,0.0,0.1291866028708134
Foul,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3181818181818182,0.22727272727272727,0.25757575757575757,0.0,0.0,0.07575757575757576,0.0,0.015151515151515152,0.0,0.10606060606060606
Possession,0.02771855010660981,0.006396588486140725,0.05650319829424307,0.009594882729211088,0.0,0.19722814498933902,0.12046908315565032,0.0031982942430703624,0.015991471215351813,0.5628997867803838
Set Piece / Restart,0.3090909090909091,0.03636363636363636,0.07272727272727272,0.0,0.0,0.07272727272727272,0.03636363636363636,0.36363636363636365,0.0,0.10909090909090909
Shoot Attempt,0.14285714285714285,0.2857142857142857,0.0,0.0,0.09523809523809523,0.0,0.0,0.47619047619047616,0.0,0.0
Short Pass,0.12280701754385964,0.38596491228070173,0.2807017543859649,0.017543859649122806,0.0,0.05263157894736842,0.0,0.017543859649122806,0.0,0.12280701754385964
