,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.4,0.0,0.0,0.17777777777777778,0.0,0.05555555555555555,0.0,0.36666666666666664
Defensive Action,0.1111111111111111,0.06481481481481481,0.25,0.027777777777777776,0.0,0.07407407407407407,0.12962962962962962,0.06481481481481481,0.0,0.2777777777777778
Duel,0.0430622009569378,0.0430622009569378,0.0861244019138756,0.0,0.0,0.023923444976076555,0.6746411483253588,0.004784688995215311,0.004784688995215311,0.11961722488038277
Foul,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.045454545454545456,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.32142857142857145,0.07142857142857142,0.21428571428571427,0.0,0.0,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.25
Possession,0.03271537622682661,0.0054525627044711015,0.04471101417666303,0.015267175572519083,0.0,0.25627044711014174,0.16466739367502725,0.004362050163576881,0.011995637949836423,0.46455834242093785
Set Piece / Restart,0.2545454545454545,0.05454545454545454,0.09090909090909091,0.01818181818181818,0.0,0.05454545454545454,0.10909090909090909,0.23636363636363636,0.01818181818181818,0.16363636363636364
Shoot Attempt,0.17857142857142858,0.14285714285714285,0.03571428571428571,0.0,0.21428571428571427,0.0,0.0,0.42857142857142855,0.0,0.0
Short Pass,0.2692307692307692,0.38461538461538464,0.15384615384615385,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.15384615384615385
