,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.008333333333333333,0.19166666666666668,0.0,0.0,0.2916666666666667,0.0,0.058333333333333334,0.0,0.45
Defensive Action,0.09523809523809523,0.0,0.15873015873015872,0.0,0.0,0.1111111111111111,0.07936507936507936,0.047619047619047616,0.0,0.5079365079365079
Duel,0.029411764705882353,0.007352941176470588,0.051470588235294115,0.007352941176470588,0.0,0.051470588235294115,0.7352941176470589,0.0,0.0,0.11764705882352941
Foul,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.7692307692307693,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3392857142857143,0.14285714285714285,0.16071428571428573,0.0,0.0,0.0625,0.008928571428571428,0.044642857142857144,0.0,0.24107142857142858
Possession,0.06695464362850972,0.0021598272138228943,0.06047516198704104,0.012958963282937365,0.0,0.28077753779697623,0.1447084233261339,0.0021598272138228943,0.02591792656587473,0.4038876889848812
Set Piece / Restart,0.2727272727272727,0.0,0.045454545454545456,0.0,0.0,0.13636363636363635,0.09090909090909091,0.3181818181818182,0.0,0.13636363636363635
Shoot Attempt,0.15384615384615385,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.0,0.6153846153846154,0.0,0.0
Short Pass,0.1865671641791045,0.1791044776119403,0.21641791044776118,0.022388059701492536,0.0,0.05223880597014925,0.007462686567164179,0.007462686567164179,0.0,0.3283582089552239
