,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.2631578947368421,0.0,0.0,0.3157894736842105,0.0,0.08421052631578947,0.0,0.3368421052631579
Defensive Action,0.04285714285714286,0.05714285714285714,0.3,0.014285714285714285,0.0,0.11428571428571428,0.1,0.15714285714285714,0.014285714285714285,0.2
Duel,0.05921052631578947,0.006578947368421052,0.06578947368421052,0.0,0.0,0.03289473684210526,0.6776315789473685,0.0,0.006578947368421052,0.1513157894736842
Foul,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3877551020408163,0.14285714285714285,0.20408163265306123,0.04081632653061224,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.14285714285714285
Possession,0.039160839160839164,0.002797202797202797,0.044755244755244755,0.009790209790209791,0.0,0.2881118881118881,0.1020979020979021,0.0013986013986013986,0.02937062937062937,0.4825174825174825
Set Piece / Restart,0.4032258064516129,0.03225806451612903,0.04838709677419355,0.0,0.0,0.16129032258064516,0.08064516129032258,0.1774193548387097,0.0,0.0967741935483871
Shoot Attempt,0.10526315789473684,0.23684210526315788,0.0,0.0,0.05263157894736842,0.0,0.0,0.6052631578947368,0.0,0.0
Short Pass,0.11538461538461539,0.38461538461538464,0.21153846153846154,0.019230769230769232,0.0,0.019230769230769232,0.0,0.019230769230769232,0.0,0.23076923076923078
