,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.022222222222222223,0.4444444444444444,0.0,0.0,0.2111111111111111,0.0,0.022222222222222223,0.0,0.3
Defensive Action,0.22077922077922077,0.06493506493506493,0.24675324675324675,0.0,0.0,0.07792207792207792,0.18181818181818182,0.03896103896103896,0.0,0.16883116883116883
Duel,0.03773584905660377,0.0440251572327044,0.08176100628930817,0.0,0.0,0.031446540880503145,0.6037735849056604,0.006289308176100629,0.03773584905660377,0.15723270440251572
Foul,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.9310344827586207,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.28846153846153844,0.2692307692307692,0.25,0.0,0.0,0.057692307692307696,0.0,0.019230769230769232,0.0,0.11538461538461539
Possession,0.026694045174537988,0.003080082135523614,0.030800821355236138,0.012320328542094456,0.0,0.2546201232032854,0.0728952772073922,0.004106776180698152,0.008213552361396304,0.5872689938398358
Set Piece / Restart,0.3488372093023256,0.023255813953488372,0.046511627906976744,0.0,0.0,0.13953488372093023,0.023255813953488372,0.3023255813953488,0.0,0.11627906976744186
Shoot Attempt,0.05263157894736842,0.10526315789473684,0.0,0.0,0.15789473684210525,0.0,0.0,0.6842105263157895,0.0,0.0
Short Pass,0.17647058823529413,0.45098039215686275,0.21568627450980393,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.11764705882352941
