,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.43333333333333335,0.0,0.0,0.23333333333333334,0.0,0.03333333333333333,0.0,0.3
Defensive Action,0.1509433962264151,0.07547169811320754,0.18867924528301888,0.0,0.0,0.08490566037735849,0.08490566037735849,0.08490566037735849,0.009433962264150943,0.32075471698113206
Duel,0.03365384615384615,0.03365384615384615,0.125,0.004807692307692308,0.0,0.004807692307692308,0.7019230769230769,0.014423076923076924,0.014423076923076924,0.0673076923076923
Foul,0.04,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.04,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.26865671641791045,0.1791044776119403,0.208955223880597,0.0,0.0,0.05970149253731343,0.0,0.04477611940298507,0.0,0.23880597014925373
Possession,0.033659066232356136,0.011943539630836048,0.05211726384364821,0.016286644951140065,0.0,0.2301845819761129,0.13029315960912052,0.003257328990228013,0.014115092290988056,0.50814332247557
Set Piece / Restart,0.21428571428571427,0.03571428571428571,0.14285714285714285,0.0,0.0,0.07142857142857142,0.03571428571428571,0.32142857142857145,0.017857142857142856,0.16071428571428573
Shoot Attempt,0.041666666666666664,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.4583333333333333,0.0,0.0
Short Pass,0.10526315789473684,0.2894736842105263,0.34210526315789475,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.21052631578947367
