,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.4,0.0,0.0,0.2625,0.0,0.0625,0.0,0.275
Defensive Action,0.06666666666666667,0.0380952380952381,0.22857142857142856,0.0,0.0,0.02857142857142857,0.11428571428571428,0.047619047619047616,0.009523809523809525,0.4666666666666667
Duel,0.028169014084507043,0.03755868544600939,0.1267605633802817,0.0,0.0,0.03286384976525822,0.6197183098591549,0.0,0.018779342723004695,0.13615023474178403
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.4,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
Possession,0.05475504322766571,0.012968299711815562,0.08069164265129683,0.010086455331412104,0.0,0.2132564841498559,0.20317002881844382,0.0,0.007204610951008645,0.41786743515850144
Set Piece / Restart,0.35294117647058826,0.0196078431372549,0.058823529411764705,0.0,0.0,0.0784313725490196,0.13725490196078433,0.2549019607843137,0.0196078431372549,0.0784313725490196
Shoot Attempt,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.0
Short Pass,0.043478260869565216,0.30434782608695654,0.30434782608695654,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.2608695652173913
