,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.28735632183908044,0.0,0.0,0.367816091954023,0.0,0.034482758620689655,0.0,0.3103448275862069
Defensive Action,0.06756756756756757,0.05405405405405406,0.25675675675675674,0.0,0.0,0.10810810810810811,0.04054054054054054,0.08108108108108109,0.0,0.3918918918918919
Duel,0.026737967914438502,0.0106951871657754,0.06951871657754011,0.0,0.0,0.0374331550802139,0.7058823529411765,0.0053475935828877,0.016042780748663103,0.12834224598930483
Foul,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.9259259259259259,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.19801980198019803,0.12871287128712872,0.3069306930693069,0.009900990099009901,0.0,0.1485148514851485,0.0,0.04950495049504951,0.0,0.15841584158415842
Possession,0.0365296803652968,0.0076103500761035,0.0730593607305936,0.0228310502283105,0.0,0.2420091324200913,0.1628614916286149,0.0015220700152207,0.0228310502283105,0.4307458143074581
Set Piece / Restart,0.2982456140350877,0.08771929824561403,0.07017543859649122,0.0,0.0,0.12280701754385964,0.05263157894736842,0.2982456140350877,0.0,0.07017543859649122
Shoot Attempt,0.034482758620689655,0.20689655172413793,0.0,0.0,0.10344827586206896,0.0,0.0,0.6551724137931034,0.0,0.0
Short Pass,0.14285714285714285,0.21428571428571427,0.29591836734693877,0.01020408163265306,0.0,0.08163265306122448,0.0,0.030612244897959183,0.0,0.22448979591836735
