,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3088235294117647,0.0,0.0,0.22058823529411764,0.0,0.07352941176470588,0.0,0.39705882352941174
Defensive Action,0.08943089430894309,0.13008130081300814,0.24390243902439024,0.016260162601626018,0.0,0.08943089430894309,0.06504065040650407,0.08130081300813008,0.0,0.2845528455284553
Duel,0.017316017316017316,0.06926406926406926,0.06060606060606061,0.0,0.0,0.04329004329004329,0.7056277056277056,0.012987012987012988,0.017316017316017316,0.0735930735930736
Foul,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3157894736842105,0.10526315789473684,0.15789473684210525,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.2631578947368421
Possession,0.038880248833592534,0.007776049766718507,0.08864696734059098,0.01088646967340591,0.0,0.2177293934681182,0.223950233281493,0.003110419906687403,0.013996889580093312,0.39502332814930013
Set Piece / Restart,0.2835820895522388,0.014925373134328358,0.11940298507462686,0.0,0.0,0.13432835820895522,0.014925373134328358,0.34328358208955223,0.0,0.08955223880597014
Shoot Attempt,0.07692307692307693,0.23076923076923078,0.0,0.0,0.07692307692307693,0.0,0.0,0.6153846153846154,0.0,0.0
Short Pass,0.041666666666666664,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333
