,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.25,0.0,0.0,0.27586206896551724,0.0,0.0603448275862069,0.0,0.41379310344827586
Defensive Action,0.09,0.1,0.23,0.02,0.0,0.09,0.02,0.14,0.01,0.3
Duel,0.05825242718446602,0.014563106796116505,0.10679611650485436,0.0048543689320388345,0.0,0.019417475728155338,0.6747572815533981,0.0048543689320388345,0.014563106796116505,0.10194174757281553
Foul,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.27884615384615385,0.16346153846153846,0.21153846153846154,0.0,0.0,0.08653846153846154,0.0,0.019230769230769232,0.0,0.2403846153846154
Possession,0.02178649237472767,0.008714596949891068,0.05119825708061002,0.0054466230936819175,0.0,0.19934640522875818,0.17973856209150327,0.002178649237472767,0.032679738562091505,0.4989106753812636
Set Piece / Restart,0.34177215189873417,0.08860759493670886,0.08860759493670886,0.0,0.0,0.11392405063291139,0.0759493670886076,0.22784810126582278,0.0,0.06329113924050633
Shoot Attempt,0.08695652173913043,0.2826086956521739,0.0,0.0,0.08695652173913043,0.0,0.0,0.5434782608695652,0.0,0.0
Short Pass,0.1728395061728395,0.35802469135802467,0.18518518518518517,0.0,0.0,0.04938271604938271,0.0,0.012345679012345678,0.0,0.2222222222222222
