,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.011904761904761904,0.36904761904761907,0.0,0.0,0.27380952380952384,0.0,0.05952380952380952,0.0,0.2857142857142857
Defensive Action,0.1,0.07,0.27,0.0,0.0,0.1,0.12,0.06,0.0,0.28
Duel,0.017167381974248927,0.03862660944206009,0.055793991416309016,0.0,0.0,0.03862660944206009,0.7081545064377682,0.0,0.030042918454935622,0.11158798283261803
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3,0.225,0.175,0.0,0.0,0.05,0.0,0.05,0.0,0.2
Possession,0.044349070100143065,0.005722460658082976,0.0844062947067239,0.012875536480686695,0.0,0.22031473533619456,0.18168812589413447,0.001430615164520744,0.008583690987124463,0.4406294706723891
Set Piece / Restart,0.35555555555555557,0.044444444444444446,0.08888888888888889,0.022222222222222223,0.0,0.08888888888888889,0.022222222222222223,0.26666666666666666,0.0,0.1111111111111111
Shoot Attempt,0.14285714285714285,0.2857142857142857,0.0,0.0,0.047619047619047616,0.0,0.0,0.5238095238095238,0.0,0.0
Short Pass,0.18181818181818182,0.3181818181818182,0.29545454545454547,0.0,0.0,0.06818181818181818,0.0,0.06818181818181818,0.0,0.06818181818181818
