,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.010416666666666666,0.3854166666666667,0.0,0.0,0.2604166666666667,0.0,0.041666666666666664,0.0,0.3020833333333333
Defensive Action,0.12037037037037036,0.10185185185185185,0.2777777777777778,0.009259259259259259,0.0,0.06481481481481481,0.08333333333333333,0.10185185185185185,0.0,0.24074074074074073
Duel,0.022727272727272728,0.045454545454545456,0.05454545454545454,0.0,0.0,0.013636363636363636,0.7,0.004545454545454545,0.02727272727272727,0.1318181818181818
Foul,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.9642857142857143,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.34615384615384615,0.3076923076923077,0.15384615384615385,0.038461538461538464,0.0,0.038461538461538464,0.0,0.07692307692307693,0.0,0.038461538461538464
Possession,0.06639566395663957,0.008130081300813009,0.058265582655826556,0.014905149051490514,0.0,0.19241192411924118,0.24525745257452575,0.0,0.012195121951219513,0.4024390243902439
Set Piece / Restart,0.32075471698113206,0.0,0.09433962264150944,0.0,0.0,0.05660377358490566,0.03773584905660377,0.3584905660377358,0.0,0.1320754716981132
Shoot Attempt,0.0,0.32,0.0,0.0,0.08,0.0,0.0,0.6,0.0,0.0
Short Pass,0.07142857142857142,0.47619047619047616,0.09523809523809523,0.07142857142857142,0.0,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.0,0.14285714285714285
