,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.011627906976744186,0.2558139534883721,0.0,0.0,0.23255813953488372,0.0,0.03488372093023256,0.0,0.46511627906976744
Defensive Action,0.14772727272727273,0.07954545454545454,0.2727272727272727,0.011363636363636364,0.0,0.10227272727272728,0.11363636363636363,0.10227272727272728,0.0,0.17045454545454544
Duel,0.02142857142857143,0.07142857142857142,0.09285714285714286,0.0,0.0,0.05,0.55,0.0,0.02142857142857143,0.19285714285714287
Foul,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.8888888888888888,0.037037037037037035,0.0,0.037037037037037035
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3488372093023256,0.23255813953488372,0.23255813953488372,0.023255813953488372,0.0,0.046511627906976744,0.0,0.0,0.0,0.11627906976744186
Possession,0.03477051460361613,0.004172461752433936,0.0458970792767733,0.011126564673157162,0.0,0.21279554937413073,0.1043115438108484,0.005563282336578581,0.016689847009735744,0.564673157162726
Set Piece / Restart,0.36507936507936506,0.047619047619047616,0.031746031746031744,0.0,0.0,0.06349206349206349,0.06349206349206349,0.2698412698412698,0.0,0.15873015873015872
Shoot Attempt,0.05714285714285714,0.2,0.0,0.0,0.2,0.0,0.0,0.5428571428571428,0.0,0.0
Short Pass,0.11627906976744186,0.4883720930232558,0.20930232558139536,0.06976744186046512,0.0,0.046511627906976744,0.0,0.0,0.0,0.06976744186046512
