,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3389830508474576,0.0,0.0,0.288135593220339,0.0,0.03389830508474576,0.0,0.3389830508474576
Defensive Action,0.10526315789473684,0.05263157894736842,0.23684210526315788,0.0,0.0,0.13157894736842105,0.05263157894736842,0.15789473684210525,0.013157894736842105,0.25
Duel,0.0273972602739726,0.0273972602739726,0.1095890410958904,0.00684931506849315,0.0,0.03424657534246575,0.6164383561643836,0.0,0.03424657534246575,0.14383561643835616
Foul,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.038461538461538464
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.23809523809523808,0.19047619047619047,0.2857142857142857,0.047619047619047616,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.09523809523809523
Possession,0.01905972045743329,0.0025412960609911056,0.044472681067344345,0.015247776365946633,0.0,0.2604828462515883,0.09148665819567979,0.008894536213468869,0.016518424396442185,0.5412960609911055
Set Piece / Restart,0.288135593220339,0.06779661016949153,0.0847457627118644,0.01694915254237288,0.0,0.06779661016949153,0.05084745762711865,0.3220338983050847,0.01694915254237288,0.0847457627118644
Shoot Attempt,0.03571428571428571,0.39285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0
Short Pass,0.1935483870967742,0.5161290322580645,0.1935483870967742,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.06451612903225806
