,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.2875,0.0,0.0,0.3,0.0,0.075,0.0,0.3375
Defensive Action,0.08181818181818182,0.09090909090909091,0.2727272727272727,0.00909090909090909,0.0,0.07272727272727272,0.05454545454545454,0.05454545454545454,0.0,0.36363636363636365
Duel,0.04216867469879518,0.04216867469879518,0.0783132530120482,0.0,0.0,0.03614457831325301,0.6927710843373494,0.0,0.024096385542168676,0.08433734939759036
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.07142857142857142
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3235294117647059,0.14705882352941177,0.11764705882352941,0.029411764705882353,0.0,0.0,0.0,0.058823529411764705,0.0,0.3235294117647059
Possession,0.04,0.013793103448275862,0.04551724137931035,0.006896551724137931,0.0,0.2593103448275862,0.16551724137931034,0.001379310344827586,0.01793103448275862,0.4496551724137931
Set Piece / Restart,0.3392857142857143,0.05357142857142857,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.0,0.10714285714285714
Shoot Attempt,0.07142857142857142,0.21428571428571427,0.0,0.0,0.07142857142857142,0.0,0.0,0.6428571428571429,0.0,0.0
Short Pass,0.07692307692307693,0.4358974358974359,0.23076923076923078,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.1794871794871795
