,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.31645569620253167,0.0,0.0,0.17721518987341772,0.0,0.08860759493670886,0.012658227848101266,0.4050632911392405
Defensive Action,0.09090909090909091,0.08080808080808081,0.30303030303030304,0.020202020202020204,0.0,0.030303030303030304,0.08080808080808081,0.06060606060606061,0.0,0.3333333333333333
Duel,0.03414634146341464,0.05365853658536585,0.05853658536585366,0.00975609756097561,0.0,0.024390243902439025,0.6731707317073171,0.004878048780487805,0.024390243902439025,0.11707317073170732
Foul,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.8947368421052632,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.23684210526315788,0.18421052631578946,0.23684210526315788,0.0,0.0,0.02631578947368421,0.0,0.07894736842105263,0.0,0.23684210526315788
Possession,0.03201024327784891,0.011523687580025609,0.040973111395646605,0.0076824583866837385,0.0,0.21510883482714468,0.15108834827144688,0.002560819462227913,0.01792573623559539,0.5211267605633803
Set Piece / Restart,0.40350877192982454,0.0,0.10526315789473684,0.0,0.0,0.10526315789473684,0.05263157894736842,0.2982456140350877,0.0,0.03508771929824561
Shoot Attempt,0.08,0.2,0.0,0.0,0.28,0.0,0.0,0.44,0.0,0.0
Short Pass,0.0851063829787234,0.3191489361702128,0.3191489361702128,0.02127659574468085,0.0,0.06382978723404255,0.0,0.0425531914893617,0.0,0.14893617021276595
