,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3076923076923077,0.0,0.0,0.2087912087912088,0.0,0.02197802197802198,0.0,0.46153846153846156
Defensive Action,0.13924050632911392,0.11392405063291139,0.21518987341772153,0.012658227848101266,0.0,0.05063291139240506,0.12658227848101267,0.0379746835443038,0.0,0.3037974683544304
Duel,0.05426356589147287,0.03875968992248062,0.07751937984496124,0.015503875968992248,0.0,0.046511627906976744,0.5658914728682171,0.0,0.023255813953488372,0.17829457364341086
Foul,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.9714285714285714,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.4878048780487805,0.0975609756097561,0.14634146341463414,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.21951219512195122
Possession,0.025,0.0010869565217391304,0.030434782608695653,0.009782608695652175,0.0,0.20869565217391303,0.10652173913043478,0.003260869565217391,0.009782608695652175,0.6054347826086957
Set Piece / Restart,0.39215686274509803,0.0,0.0196078431372549,0.0,0.0,0.058823529411764705,0.058823529411764705,0.39215686274509803,0.0,0.0784313725490196
Shoot Attempt,0.05,0.15,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0
Short Pass,0.1875,0.375,0.16666666666666666,0.0,0.0,0.0625,0.020833333333333332,0.020833333333333332,0.0,0.16666666666666666
